,Unnamed: 0,Litres,PDF,Wiki,Имя,Short name,Отчество,Фамилия,Название,Ссылка,Score,Авт. Права,Дата смерти,Wiki id,Авт. права wiki
150,150,0,1,1,И.,И,С.,Тургенев,Бежин луг,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B6%D0%B8%D0%BD_%D0%BB%D1%83%D0%B3_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),2,0,"(3, 9, 1883)",Q42831,0
151,151,0,0,1,И.,И,С.,Тургенев,Хорь и Калиныч,ru.wikisource.org/wiki/%D0%A5%D0%BE%D1%80%D1%8C_%D0%B8_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D1%8B%D1%87_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
152,152,0,0,1,И.,И,С.,Тургенев,Бирюк,ru.wikisource.org/wiki/%D0%91%D0%B8%D1%80%D1%8E%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
153,153,0,0,1,И.,И,С.,Тургенев,Певцы,ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B2%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
154,154,1,0,1,И.,И,С.,Тургенев,Муму,ru.wikisource.org/wiki/%D0%9C%D1%83%D0%BC%D1%83_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),2,0,"(3, 9, 1883)",Q42831,0
155,155,0,1,1,И.,И,С.,Тургенев,Ася,ru.wikisource.org/wiki/%D0%90%D1%81%D1%8F_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),2,0,"(3, 9, 1883)",Q42831,0
156,156,0,1,1,И.,И,С.,Тургенев,Первая любовь,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),2,0,"(3, 9, 1883)",Q42831,0
157,157,0,0,1,И.,И,С.,Тургенев,Русский язык,ru.wikisource.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
158,158,0,0,1,И.,И,С.,Тургенев,Два богача,ru.wikisource.org/wiki/%D0%94%D0%B2%D0%B0_%D0%B1%D0%BE%D0%B3%D0%B0%D1%87%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
159,159,0,0,1,И.,И,С.,Тургенев,"Как хороши, как свежи были розы","ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B8,_%D0%BA%D0%B0%D0%BA_%D1%81%D0%B2%D0%B5%D0%B6%D0%B8_%D0%B1%D1%8B%D0%BB%D0%B8_%D1%80%D0%BE%D0%B7%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)",1,0,"(3, 9, 1883)",Q42831,0
160,160,0,0,1,И.,И,С.,Тургенев,Близнецы,ru.wikisource.org/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BD%D0%B5%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
161,161,0,0,1,Ф.,Ф,И.,Тютчев,Есть в осени первоначальной…,ru.wikisource.org/wiki/%D0%95%D1%81%D1%82%D1%8C_%D0%B2_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
162,162,0,0,1,Ф.,Ф,И.,Тютчев,Летний вечер,ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
163,163,0,0,1,Ф.,Ф,И.,Тютчев,Осенний вечер,ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
164,164,0,0,1,Ф.,Ф,И.,Тютчев,Умом Россию не понять…,ru.wikisource.org/wiki/%D0%A3%D0%BC%D0%BE%D0%BC_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8E_%D0%BD%D0%B5_%D0%BF%D0%BE%D0%BD%D1%8F%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
165,165,0,0,1,Ф.,Ф,И.,Тютчев,Весенние воды,ru.wikisource.org/wiki/%D0%92%D0%B5%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D1%8B_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
166,166,0,0,1,Ф.,Ф,И.,Тютчев,Нам не дано предугадать…,ru.wikisource.org/wiki/%D0%9D%D0%B0%D0%BC_%D0%BD%D0%B5_%D0%B4%D0%B0%D0%BD%D0%BE_%D0%BF%D1%80%D0%B5%D0%B4%D1%83%D0%B3%D0%B0%D0%B4%D0%B0%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
167,167,0,0,1,Ф.,Ф,И.,Тютчев,Неохотно и несмело…,ru.wikisource.org/wiki/%D0%9D%D0%B5%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%BE_%D0%B8_%D0%BD%D0%B5%D1%81%D0%BC%D0%B5%D0%BB%D0%BE_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
168,168,0,0,1,Ф.,Ф,И.,Тютчев,Листья,ru.wikisource.org/wiki/%D0%9B%D0%B8%D1%81%D1%82%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
169,169,0,0,1,Ф.,Ф,И.,Тютчев,Что ты клонишь над водами…,ru.wikisource.org/wiki/%D0%A7%D1%82%D0%BE_%D1%82%D1%8B_%D0%BA%D0%BB%D0%BE%D0%BD%D0%B8%D1%88%D1%8C_%D0%BD%D0%B0%D0%B4_%D0%B2%D0%BE%D0%B4%D0%B0%D0%BC%D0%B8_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
170,170,0,0,1,Ф.,Ф,И.,Тютчев,Фонтан,ru.wikisource.org/wiki/%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
171,171,0,0,1,Ф.,Ф,И.,Тютчев,Как весел грохот летних бурь…,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D0%B2%D0%B5%D1%81%D0%B5%D0%BB_%D0%B3%D1%80%D0%BE%D1%85%D0%BE%D1%82_%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%85_%D0%B1%D1%83%D1%80%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
172,172,0,0,1,Ф.,Ф,И.,Тютчев,Чародейкою Зимою…,ru.wikisource.org/wiki/%D0%A7%D0%B0%D1%80%D0%BE%D0%B4%D0%B5%D0%B9%D0%BA%D0%BE%D1%8E_%D0%97%D0%B8%D0%BC%D0%BE%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
173,173,0,0,1,Ф.,Ф,И.,Тютчев,Цицерон,ru.wikisource.org/wiki/%D0%A6%D0%B8%D1%86%D0%B5%D1%80%D0%BE%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
174,174,0,0,1,Ф.,Ф,И.,Тютчев,Она сидела на полу…,ru.wikisource.org/wiki/%D0%9E%D0%BD%D0%B0_%D1%81%D0%B8%D0%B4%D0%B5%D0%BB%D0%B0_%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BB%D1%83_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
175,175,0,0,1,Ф.,Ф,И.,Тютчев,"О, как убийственно мы любим…","ru.wikisource.org/wiki/%D0%9E,_%D0%BA%D0%B0%D0%BA_%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE_%D0%BC%D1%8B_%D0%BB%D1%8E%D0%B1%D0%B8%D0%BC_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)",1,0,,,1
176,176,0,0,1,Ф.,Ф,И.,Тютчев,Эти бедные селенья…,ru.wikisource.org/wiki/%D0%AD%D1%82%D0%B8_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8B%D0%B5_%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
177,177,0,0,1,Ф.,Ф,И.,Тютчев,Чему молилась ты с любовью…,ru.wikisource.org/wiki/%D0%A7%D0%B5%D0%BC%D1%83_%D0%BC%D0%BE%D0%BB%D0%B8%D0%BB%D0%B0%D1%81%D1%8C_%D1%82%D1%8B_%D1%81_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),1,0,,,1
178,178,0,0,1,А.,А,А.,Фет,Ещё весны душистой нега…,ru.wikisource.org/wiki/%D0%95%D1%89%D1%91_%D0%B2%D0%B5%D1%81%D0%BD%D1%8B_%D0%B4%D1%83%D1%88%D0%B8%D1%81%D1%82%D0%BE%D0%B9_%D0%BD%D0%B5%D0%B3%D0%B0_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
179,179,0,0,1,А.,А,А.,Фет,Заря прощается с землёю…,ru.wikisource.org/wiki/%D0%97%D0%B0%D1%80%D1%8F_%D0%BF%D1%80%D0%BE%D1%89%D0%B0%D0%B5%D1%82%D1%81%D1%8F_%D1%81_%D0%B7%D0%B5%D0%BC%D0%BB%D1%91%D1%8E_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
180,180,0,0,1,А.,А,А.,Фет,Ель рукавом мне тропинку завесила…,ru.wikisource.org/wiki/%D0%95%D0%BB%D1%8C_%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BE%D0%BC_%D0%BC%D0%BD%D0%B5_%D1%82%D1%80%D0%BE%D0%BF%D0%B8%D0%BD%D0%BA%D1%83_%D0%B7%D0%B0%D0%B2%D0%B5%D1%81%D0%B8%D0%BB%D0%B0_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
181,181,0,0,1,А.,А,А.,Фет,Скрип шагов вдоль улиц белых…,ru.wikisource.org/wiki/%D0%A1%D0%BA%D1%80%D0%B8%D0%BF_%D1%88%D0%B0%D0%B3%D0%BE%D0%B2_%D0%B2%D0%B4%D0%BE%D0%BB%D1%8C_%D1%83%D0%BB%D0%B8%D1%86_%D0%B1%D0%B5%D0%BB%D1%8B%D1%85_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
182,182,0,0,1,А.,А,А.,Фет,Летний вечер тих и ясен…,ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_%D1%82%D0%B8%D1%85_%D0%B8_%D1%8F%D1%81%D0%B5%D0%BD_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
183,183,0,0,1,А.,А,А.,Фет,Какая ночь! Как воздух чист…,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C!_%D0%9A%D0%B0%D0%BA_%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85_%D1%87%D0%B8%D1%81%D1%82_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
184,184,0,0,1,А.,А,А.,Фет,"Это утро, радость эта…","ru.wikisource.org/wiki/%D0%AD%D1%82%D0%BE_%D1%83%D1%82%D1%80%D0%BE,_%D1%80%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D1%8C_%D1%8D%D1%82%D0%B0_(%D0%A4%D0%B5%D1%82)",1,0,"(21, 11, 1892)",Q314212,0
185,185,0,0,1,А.,А,А.,Фет,Бабочка,ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
186,186,0,0,1,А.,А,А.,Фет,Какая грусть! Конец аллеи…,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA%D0%B0%D1%8F_%D0%B3%D1%80%D1%83%D1%81%D1%82%D1%8C!_%D0%9A%D0%BE%D0%BD%D0%B5%D1%86_%D0%B0%D0%BB%D0%BB%D0%B5%D0%B8_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
187,187,0,0,1,А.,А,А.,Фет,Зреет рожь,ru.wikisource.org/wiki/%D0%97%D1%80%D0%B5%D0%B5%D1%82_%D1%80%D0%BE%D0%B6%D1%8C_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
188,188,0,0,1,А.,А,А.,Фет,Ласточки пропали,ru.wikisource.org/wiki/%D0%9B%D0%B0%D1%81%D1%82%D0%BE%D1%87%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BB%D0%B8_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
189,189,0,0,1,А.,А,А.,Фет,На заре ты её не буди…,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%B7%D0%B0%D1%80%D0%B5_%D1%82%D1%8B_%D0%B5%D1%91_%D0%BD%D0%B5_%D0%B1%D1%83%D0%B4%D0%B8_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
190,190,0,0,1,А.,А,А.,Фет,Я пришёл к тебе с приветом…,ru.wikisource.org/wiki/%D0%AF_%D0%BF%D1%80%D0%B8%D1%88%D1%91%D0%BB_%D0%BA_%D1%82%D0%B5%D0%B1%D0%B5_%D1%81_%D0%BF%D1%80%D0%B8%D0%B2%D0%B5%D1%82%D0%BE%D0%BC_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
191,191,0,0,1,А.,А,А.,Фет,Я тебе ничего не скажу…,ru.wikisource.org/wiki/%D0%AF_%D1%82%D0%B5%D0%B1%D0%B5_%D0%BD%D0%B8%D1%87%D0%B5%D0%B3%D0%BE_%D0%BD%D0%B5_%D1%81%D0%BA%D0%B0%D0%B6%D1%83_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
192,192,0,0,1,А.,А,А.,Фет,Добро и зло,ru.wikisource.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%BE_%D0%B8_%D0%B7%D0%BB%D0%BE_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
193,193,0,0,1,А.,А,А.,Фет,Жизнь пронеслась без явного следа…,ru.wikisource.org/wiki/%D0%96%D0%B8%D0%B7%D0%BD%D1%8C_%D0%BF%D1%80%D0%BE%D0%BD%D0%B5%D1%81%D0%BB%D0%B0%D1%81%D1%8C_%D0%B1%D0%B5%D0%B7_%D1%8F%D0%B2%D0%BD%D0%BE%D0%B3%D0%BE_%D1%81%D0%BB%D0%B5%D0%B4%D0%B0_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
194,194,0,0,1,А.,А,А.,Фет,Бал,ru.wikisource.org/wiki/%D0%91%D0%B0%D0%BB_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
195,195,0,0,1,А.,А,А.,Фет,Певице,ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B2%D0%B8%D1%86%D0%B5_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
196,196,0,0,1,А.,А,А.,Фет,Цветы,ru.wikisource.org/wiki/%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
197,197,0,0,1,А.,А,А.,Фет,Ярким солнцем в лесу пламенеет…,ru.wikisource.org/wiki/%D0%AF%D1%80%D0%BA%D0%B8%D0%BC_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B5%D0%BC_%D0%B2_%D0%BB%D0%B5%D1%81%D1%83_%D0%BF%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD%D0%B5%D0%B5%D1%82_(%D0%A4%D0%B5%D1%82),1,0,"(21, 11, 1892)",Q314212,0
198,198,0,0,1,А.,А,Н.,Майков,Рассвет,ru.wikisource.org/wiki/%D0%A0%D0%B0%D1%81%D1%81%D0%B2%D0%B5%D1%82_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2),1,0,,Q56681757,1
199,199,0,0,1,А.,А,Н.,Майков,Осень,ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2),1,0,,Q56681757,1
200,200,0,0,1,А.,А,Н.,Майков,Пейзаж,ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2),1,0,,Q56681757,1
201,201,0,1,1,Л.,Л,Н.,Толстой,Детство,ru.wikisource.org/wiki/%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),2,0,"(7, 11, 1910)",Q7243,0
202,202,0,1,1,Л.,Л,Н.,Толстой,Отрочество,ru.wikisource.org/wiki/%D0%9E%D1%82%D1%80%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),2,0,"(7, 11, 1910)",Q7243,0
203,203,0,0,1,Л.,Л,Н.,Толстой,Юность,ru.wikisource.org/wiki/%D0%AE%D0%BD%D0%BE%D1%81%D1%82%D1%8C_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),1,0,"(7, 11, 1910)",Q7243,0
204,204,0,1,1,Л.,Л,Н.,Толстой,Кавказский пленник,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),2,0,"(7, 11, 1910)",Q7243,0
205,205,1,0,1,Л.,Л,Н.,Толстой,После бала,ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5_%D0%B1%D0%B0%D0%BB%D0%B0,2,0,"(7, 11, 1910)",Q7243,0
206,206,0,1,1,Л.,Л,Н.,Толстой,Война и мир,ru.wikisource.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B8_%D0%BC%D0%B8%D1%80_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),2,0,"(7, 11, 1910)",Q7243,0
207,207,0,0,1,Н.,Н,А.,Некрасов,Кому на Руси жить хорошо,ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%BC%D1%83_%D0%BD%D0%B0_%D0%A0%D1%83%D1%81%D0%B8_%D0%B6%D0%B8%D1%82%D1%8C_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE,1,0,"(8, 1, 1878)",Q208003,0
208,208,0,0,1,Н.,Н,А.,Некрасов,Русские женщины: Княгиня Трубецкая,ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%BC%D1%83_%D0%BD%D0%B0_%D0%A0%D1%83%D1%81%D0%B8_%D0%B6%D0%B8%D1%82%D1%8C_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE,1,0,"(8, 1, 1878)",Q208003,0
209,209,0,1,1,Н.,Н,А.,Некрасов,Дедушка,ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),2,0,"(8, 1, 1878)",Q208003,0
210,210,0,0,1,Н.,Н,А.,Некрасов,Мороз Красный Нос,ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
211,211,0,0,1,Н.,Н,А.,Некрасов,Соловьи,ru.wikisource.org/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
212,212,0,0,1,Н.,Н,А.,Некрасов,На Волге,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%92%D0%BE%D0%BB%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
213,213,0,0,1,Н.,Н,А.,Некрасов,Тройка,ru.wikisource.org/wiki/%D0%A2%D1%80%D0%BE%D0%B9%D0%BA%D0%B0,1,0,"(8, 1, 1878)",Q208003,0
214,214,0,1,1,Н.,Н,А.,Некрасов,Железная дорога,ru.wikisource.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0,2,0,"(8, 1, 1878)",Q208003,0
215,215,0,0,1,Н.,Н,А.,Некрасов,Размышления у парадного подъезда,ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D1%83_%D0%BF%D0%B0%D1%80%D0%B0%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%B7%D0%B4%D0%B0,1,0,"(8, 1, 1878)",Q208003,0
216,216,0,0,1,Н.,Н,А.,Некрасов,В дороге,ru.wikisource.org/wiki/%D0%92_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
217,217,0,0,1,Н.,Н,А.,Некрасов,Калистрат,ru.wikisource.org/wiki/%D0%92_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
218,218,0,0,1,Н.,Н,А.,Некрасов,В полном разгаре страда деревенская,ru.wikisource.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%B4%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),1,0,"(8, 1, 1878)",Q208003,0
219,219,0,0,1,Н.,Н,А.,Некрасов,Внимая ужасам войны,ru.wikisource.org/wiki/%D0%92%D0%BD%D0%B8%D0%BC%D0%B0%D1%8F_%D1%83%D0%B6%D0%B0%D1%81%D0%B0%D0%BC_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B,1,0,"(8, 1, 1878)",Q208003,0
220,220,0,1,1,Н.,Н,А.,Некрасов,Школьник,ru.wikisource.org/wiki/%D0%A8%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2),2,0,"(8, 1, 1878)",Q208003,0
221,221,0,0,1,Н.,Н,А.,Некрасов,Вчерашний день часу в шестом,ru.wikisource.org/wiki/%D0%92%D1%87%D0%B5%D1%80%D0%B0%D1%88%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C_%D1%87%D0%B0%D1%81%D1%83_%D0%B2_%D1%88%D0%B5%D1%81%D1%82%D0%BE%D0%BC,1,0,"(8, 1, 1878)",Q208003,0
222,222,0,0,1,Н.,Н,А.,Некрасов,Ты всегда хороша несравненно…,ru.wikisource.org/wiki/%D0%92%D1%87%D0%B5%D1%80%D0%B0%D1%88%D0%BD%D0%B8%D0%B9_%D0%B4%D0%B5%D0%BD%D1%8C_%D1%87%D0%B0%D1%81%D1%83_%D0%B2_%D1%88%D0%B5%D1%81%D1%82%D0%BE%D0%BC,1,0,"(8, 1, 1878)",Q208003,0
223,223,0,0,1,Н.,Н,А.,Некрасов,Я не люблю иронии твоей…,ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6,1,0,"(8, 1, 1878)",Q208003,0
224,224,0,0,1,Н.,Н,А.,Некрасов,Мы с тобой бестолковые люди…,ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6,1,0,"(8, 1, 1878)",Q208003,0
225,225,0,0,1,Н.,Н,А.,Некрасов,Умру я скоро…,ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6,1,0,"(8, 1, 1878)",Q208003,0
226,226,0,0,1,Н.,Н,А.,Некрасов,Безвестен я…,ru.wikisource.org/wiki/%D0%AF_%D0%BD%D0%B5_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_%D0%B8%D1%80%D0%BE%D0%BD%D0%B8%D0%B8_%D1%82%D0%B2%D0%BE%D0%B5%D0%B9%E2%80%A6,1,0,"(8, 1, 1878)",Q208003,0
