,Unnamed: 0,Litres,PDF,Wiki,Имя,Short name,Отчество,Фамилия,Название,Ссылка,Score,Авт. Права,Дата смерти,Wiki id,Авт. права wiki
73,73,0,0,1,А.,А,С.,Пушкин,Полтава,ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%BB%D1%82%D0%B0%D0%B2%D0%B0,1,0,"(29, 1, 1837)",Q7200,0
74,74,1,0,1,А.,А,С.,Пушкин,Медный всадник,ru.wikisource.org/wiki/%D0%9C%D0%B5%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B2%D1%81%D0%B0%D0%B4%D0%BD%D0%B8%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),2,0,"(29, 1, 1837)",Q7200,0
75,75,1,1,1,А.,А,С.,Пушкин,Евгений Онегин,ru.wikisource.org/wiki/%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%9E%D0%BD%D0%B5%D0%B3%D0%B8%D0%BD,3,0,"(29, 1, 1837)",Q7200,0
76,76,1,1,1,А.,А,С.,Пушкин,Борис Годунов,ru.wikisource.org/wiki/%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%93%D0%BE%D0%B4%D1%83%D0%BD%D0%BE%D0%B2_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),3,0,"(29, 1, 1837)",Q7200,0
77,77,0,0,1,А.,А,С.,Пушкин,Пушкину,ru.wikisource.org/wiki/%D0%92._%D0%9B._%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD%D1%83_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
78,78,0,0,1,А.,А,С.,Пушкин,Зимнее утро,ru.wikisource.org/wiki/%D0%97%D0%B8%D0%BC%D0%BD%D0%B5%D0%B5_%D1%83%D1%82%D1%80%D0%BE,1,0,"(29, 1, 1837)",Q7200,0
79,79,0,0,1,А.,А,С.,Пушкин,Зимний вечер,ru.wikisource.org/wiki/%D0%97%D0%B8%D0%BC%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80,1,0,"(29, 1, 1837)",Q7200,0
80,80,0,0,1,А.,А,С.,Пушкин,Узник,ru.wikisource.org/wiki/%D0%A3%D0%B7%D0%BD%D0%B8%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
81,81,0,0,1,А.,А,С.,Пушкин,Песнь о вещем Олеге,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%81%D0%BD%D1%8C_%D0%BE_%D0%B2%D0%B5%D1%89%D0%B5%D0%BC_%D0%9E%D0%BB%D0%B5%D0%B3%D0%B5,1,0,"(29, 1, 1837)",Q7200,0
82,82,0,0,1,А.,А,С.,Пушкин,Я вас любил,ru.wikisource.org/wiki/%D0%AF_%D0%B2%D0%B0%D1%81_%D0%BB%D1%8E%D0%B1%D0%B8%D0%BB_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
83,83,0,0,1,А.,А,С.,Пушкин,Я помню чудное мгновенье,ru.wikisource.org/wiki/%D0%9A_***_%D0%9A%D0%B5%D1%80%D0%BD_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
84,84,0,0,1,А.,А,С.,Пушкин,Анчар,ru.wikisource.org/wiki/%D0%90%D0%BD%D1%87%D0%B0%D1%80,1,0,"(29, 1, 1837)",Q7200,0
85,85,0,0,1,А.,А,С.,Пушкин,Вновь я посетил,ru.wikisource.org/wiki/%D0%92%D0%BD%D0%BE%D0%B2%D1%8C_%D1%8F_%D0%BF%D0%BE%D1%81%D0%B5%D1%82%D0%B8%D0%BB,1,0,"(29, 1, 1837)",Q7200,0
86,86,0,0,1,А.,А,С.,Пушкин,Птичка,ru.wikisource.org/wiki/%D0%9F%D1%82%D0%B8%D1%87%D0%BA%D0%B0_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
87,87,0,0,1,А.,А,С.,Пушкин,Туча,ru.wikisource.org/wiki/%D0%A2%D1%83%D1%87%D0%B0_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
88,88,0,0,1,А.,А,С.,Пушкин,Ещё дуют холодные ветры,ru.wikisource.org/wiki/%D0%95%D1%89%D1%91_%D0%B4%D1%83%D1%8E%D1%82_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B5%D1%82%D1%80%D1%8B,1,0,"(29, 1, 1837)",Q7200,0
89,89,0,0,1,А.,А,С.,Пушкин,Бесы,ru.wikisource.org/wiki/%D0%91%D0%B5%D1%81%D1%8B_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
90,90,0,0,1,А.,А,С.,Пушкин,Жених,ru.wikisource.org/wiki/%D0%96%D0%B5%D0%BD%D0%B8%D1%85_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
91,91,0,0,1,А.,А,С.,Пушкин,Зимняя дорога,ru.wikisource.org/wiki/%D0%97%D0%B8%D0%BC%D0%BD%D1%8F%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0,1,0,"(29, 1, 1837)",Q7200,0
92,92,0,0,1,А.,А,С.,Пушкин,К Чаадаеву,ru.wikisource.org/wiki/%D0%9A_%D0%A7%D0%B0%D0%B0%D0%B4%D0%B0%D0%B5%D0%B2%D1%83_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
93,93,0,0,1,А.,А,С.,Пушкин,Во глубине сибирских руд,ru.wikisource.org/wiki/%D0%92%D0%BE_%D0%B3%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D0%B5_%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B8%D1%85_%D1%80%D1%83%D0%B4,1,0,"(29, 1, 1837)",Q7200,0
94,94,0,0,1,А.,А,С.,Пушкин,19 октября,ru.wikisource.org/wiki/19_%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
95,95,0,0,1,А.,А,С.,Пушкин,На холмах Грузии,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D1%85%D0%BE%D0%BB%D0%BC%D0%B0%D1%85_%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%B8,1,0,"(29, 1, 1837)",Q7200,0
96,96,0,0,1,А.,А,С.,Пушкин,Мадона,ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%B4%D0%BE%D0%BD%D0%B0_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
97,97,0,0,1,А.,А,С.,Пушкин,Арион,ru.wikisource.org/wiki/%D0%90%D1%80%D0%B8%D0%BE%D0%BD,1,0,"(29, 1, 1837)",Q7200,0
98,98,0,0,1,А.,А,С.,Пушкин,Признание,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
99,99,0,0,1,А.,А,С.,Пушкин,Поэт,ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%8D%D1%82_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
100,100,0,0,1,А.,А,С.,Пушкин,Я памятник себе воздвиг нерукотворный,ru.wikisource.org/wiki/%D0%AF_%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D0%B1%D0%B5_%D0%B2%D0%BE%D0%B7%D0%B4%D0%B2%D0%B8%D0%B3_%D0%BD%D0%B5%D1%80%D1%83%D0%BA%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D0%BD%D1%8B%D0%B9,1,0,"(29, 1, 1837)",Q7200,0
101,101,0,0,1,А.,А,С.,Пушкин,Няне,ru.wikisource.org/wiki/%D0%9D%D1%8F%D0%BD%D0%B5,1,0,"(29, 1, 1837)",Q7200,0
102,102,0,0,1,А.,А,С.,Пушкин,И. И. Пущину,ru.wikisource.org/wiki/%D0%98._%D0%98._%D0%9F%D1%83%D1%89%D0%B8%D0%BD%D1%83,1,0,"(29, 1, 1837)",Q7200,0
103,103,0,0,1,А.,А,С.,Пушкин,Сожженное письмо,ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%B6%D0%B6%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE,1,0,"(29, 1, 1837)",Q7200,0
104,104,0,0,1,А.,А,С.,Пушкин,"Храни меня, мой талисман","ru.wikisource.org/wiki/%D0%A5%D1%80%D0%B0%D0%BD%D0%B8_%D0%BC%D0%B5%D0%BD%D1%8F,_%D0%BC%D0%BE%D0%B9_%D1%82%D0%B0%D0%BB%D0%B8%D1%81%D0%BC%D0%B0%D0%BD",1,0,"(29, 1, 1837)",Q7200,0
105,105,0,0,1,А.,А,С.,Пушкин,Кипренскому,ru.wikisource.org/wiki/%D0%9A%D0%B8%D0%BF%D1%80%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%BC%D1%83,1,0,"(29, 1, 1837)",Q7200,0
106,106,0,0,1,А.,А,С.,Пушкин,Цветок,ru.wikisource.org/wiki/%D0%A6%D0%B2%D0%B5%D1%82%D0%BE%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
107,107,0,0,1,А.,А,С.,Пушкин,Пророк,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),1,0,"(29, 1, 1837)",Q7200,0
108,108,1,1,1,М.,М,Ю.,Лермонтов,Герой нашего времени,ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),3,0,"(15, 7, 1841)",Q46599,0
109,109,0,0,1,М.,М,Ю.,Лермонтов,Беглец,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B3%D0%BB%D0%B5%D1%86_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
110,110,0,1,1,М.,М,Ю.,Лермонтов,Песня про купца Калашникова,"ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%81%D0%BD%D1%8F_%D0%BF%D1%80%D0%BE_%D1%86%D0%B0%D1%80%D1%8F_%D0%98%D0%B2%D0%B0%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87%D0%B0,_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D0%B3%D0%BE_%D0%BE%D0%BF%D1%80%D0%B8%D1%87%D0%BD%D0%B8%D0%BA%D0%B0_%D0%B8_%D1%83%D0%B4%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE_%D0%BA%D1%83%D0%BF%D1%86%D0%B0_%D0%9A%D0%B0%D0%BB%D0%B0%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",2,0,"(15, 7, 1841)",Q46599,0
111,111,1,1,1,М.,М,Ю.,Лермонтов,Мцыри,ru.wikisource.org/wiki/%D0%9C%D1%86%D1%8B%D1%80%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),3,0,"(15, 7, 1841)",Q46599,0
112,112,0,0,1,М.,М,Ю.,Лермонтов,Пленный рыцарь,ru.wikisource.org/wiki/%D0%9F%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
113,113,0,0,1,М.,М,Ю.,Лермонтов,Завещание,ru.wikisource.org/wiki/%D0%97%D0%B0%D0%B2%D0%B5%D1%89%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
114,114,0,0,1,М.,М,Ю.,Лермонтов,Казачья колыбельная песня,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%87%D1%8C%D1%8F_%D0%BA%D0%BE%D0%BB%D1%8B%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
115,115,0,0,1,М.,М,Ю.,Лермонтов,Утёс,ru.wikisource.org/wiki/%D0%A3%D1%82%D1%91%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
116,116,0,1,1,М.,М,Ю.,Лермонтов,Листок,ru.wikisource.org/wiki/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),2,0,"(15, 7, 1841)",Q46599,0
117,117,0,1,1,М.,М,Ю.,Лермонтов,Парус,ru.wikisource.org/wiki/%D0%9F%D0%B0%D1%80%D1%83%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),2,0,"(15, 7, 1841)",Q46599,0
118,118,0,1,1,М.,М,Ю.,Лермонтов,Тучи,ru.wikisource.org/wiki/%D0%A2%D1%83%D1%87%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),2,0,"(15, 7, 1841)",Q46599,0
119,119,1,1,1,М.,М,Ю.,Лермонтов,Бородино,ru.wikisource.org/wiki/%D0%91%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),3,0,"(15, 7, 1841)",Q46599,0
120,120,0,1,1,М.,М,Ю.,Лермонтов,Три пальмы,ru.wikisource.org/wiki/%D0%A2%D1%80%D0%B8_%D0%BF%D0%B0%D0%BB%D1%8C%D0%BC%D1%8B_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),2,0,"(15, 7, 1841)",Q46599,0
121,121,0,0,1,М.,М,Ю.,Лермонтов,Родина,ru.wikisource.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
122,122,0,0,1,М.,М,Ю.,Лермонтов,Выхожу один я на дорогу…,ru.wikisource.org/wiki/%D0%92%D1%8B%D1%85%D0%BE%D0%B6%D1%83_%D0%BE%D0%B4%D0%B8%D0%BD_%D1%8F_%D0%BD%D0%B0_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D1%83_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
123,123,0,0,1,М.,М,Ю.,Лермонтов,Смерть поэта,ru.wikisource.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%BF%D0%BE%D1%8D%D1%82%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
124,124,0,0,1,М.,М,Ю.,Лермонтов,Молитва,ru.wikisource.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B8%D1%82%D0%B2%D0%B0_(%D0%92_%D0%BC%D0%B8%D0%BD%D1%83%D1%82%D1%83_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D1%82%D1%80%D1%83%D0%B4%D0%BD%D1%83%D1%8E_%E2%80%94_%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
125,125,0,0,1,М.,М,Ю.,Лермонтов,Когда волнуется желтеющая нива…,ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0_%D0%B2%D0%BE%D0%BB%D0%BD%D1%83%D0%B5%D1%82%D1%81%D1%8F_%D0%B6%D0%B5%D0%BB%D1%82%D0%B5%D1%8E%D1%89%D0%B0%D1%8F_%D0%BD%D0%B8%D0%B2%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
126,126,0,0,1,М.,М,Ю.,Лермонтов,Пророк,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
127,127,0,0,1,М.,М,Ю.,Лермонтов,Нищий,ru.wikisource.org/wiki/%D0%9D%D0%B8%D1%89%D0%B8%D0%B9_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
128,128,0,0,1,М.,М,Ю.,Лермонтов,"Нет, не тебя так пылко я люблю…","ru.wikisource.org/wiki/%D0%9D%D0%B5%D1%82,_%D0%BD%D0%B5_%D1%82%D0%B5%D0%B1%D1%8F_%D1%82%D0%B0%D0%BA_%D0%BF%D1%8B%D0%BB%D0%BA%D0%BE_%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",1,0,"(15, 7, 1841)",Q46599,0
129,129,0,0,1,М.,М,Ю.,Лермонтов,На севере диком стоит одиноко…,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D1%81%D0%B5%D0%B2%D0%B5%D1%80%D0%B5_%D0%B4%D0%B8%D0%BA%D0%BE%D0%BC_%D1%81%D1%82%D0%BE%D0%B8%D1%82_%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
130,130,0,0,1,М.,М,Ю.,Лермонтов,Ангел,ru.wikisource.org/wiki/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
131,131,0,0,1,М.,М,Ю.,Лермонтов,Узник,ru.wikisource.org/wiki/%D0%A3%D0%B7%D0%BD%D0%B8%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
132,132,0,0,1,М.,М,Ю.,Лермонтов,Первое января,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B5_%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
133,133,0,0,1,М.,М,Ю.,Лермонтов,Предсказание,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B5%D0%B4%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
134,134,0,0,1,М.,М,Ю.,Лермонтов,И скучно и грустно,ru.wikisource.org/wiki/%D0%98_%D1%81%D0%BA%D1%83%D1%87%D0%BD%D0%BE_%D0%B8_%D0%B3%D1%80%D1%83%D1%81%D1%82%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
135,135,0,0,1,М.,М,Ю.,Лермонтов,Дума,ru.wikisource.org/wiki/%D0%94%D1%83%D0%BC%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),1,0,"(15, 7, 1841)",Q46599,0
136,136,0,0,1,М.,М,Ю.,Лермонтов,"Как часто, пёстрою толпою окружён…","ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D1%87%D0%B0%D1%81%D1%82%D0%BE,_%D0%BF%D1%91%D1%81%D1%82%D1%80%D0%BE%D1%8E_%D1%82%D0%BE%D0%BB%D0%BF%D0%BE%D1%8E_%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D1%91%D0%BD_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",1,0,"(15, 7, 1841)",Q46599,0
137,137,0,0,1,Н.,Н,В.,Гоголь,Выбранные места из переписки с друзьями,ru.wikisource.org/wiki/%D0%92%D1%8B%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%B0_%D0%B8%D0%B7_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D1%81_%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F%D0%BC%D0%B8_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),1,0,"(21, 2, 1852)",Q43718,0
138,138,0,1,1,Н.,Н,В.,Гоголь,Ночь перед Рождеством,ru.wikisource.org/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE%D0%BC_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),2,0,"(21, 2, 1852)",Q43718,0
139,139,0,0,1,Н.,Н,В.,Гоголь,"Майская ночь, или Утопленница","ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C,_%D0%B8%D0%BB%D0%B8_%D0%A3%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)",1,0,"(21, 2, 1852)",Q43718,0
140,140,0,0,1,Н.,Н,В.,Гоголь,Заколдованное место,ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),1,0,"(21, 2, 1852)",Q43718,0
141,141,0,0,1,А.,А,Н.,Островский,Бедность не порок,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BD%D0%B5_%D0%BF%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,0,"(2, 6, 1886)",Q171976,0
142,142,0,1,1,А.,А,Н.,Островский,Бесприданница,ru.wikisource.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%80%D0%B8%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8%D1%86%D0%B0,2,0,"(2, 6, 1886)",Q171976,0
143,143,1,1,1,А.,А,Н.,Островский,Гроза,ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),3,0,"(2, 6, 1886)",Q171976,0
144,144,0,1,1,А.,А,Н.,Островский,Доходное место,ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),2,0,"(2, 6, 1886)",Q171976,0
145,145,1,1,1,А.,А,Н.,Островский,Снегурочка,ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),3,0,"(2, 6, 1886)",Q171976,0
146,146,0,0,1,А.,А,Н.,Островский,Свои люди — сочтёмся,ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,0,"(2, 6, 1886)",Q171976,0
147,147,1,1,1,И.,И,С.,Тургенев,Отцы и дети,ru.wikisource.org/wiki/%D0%9E%D1%82%D1%86%D1%8B_%D0%B8_%D0%B4%D0%B5%D1%82%D0%B8_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),3,0,"(3, 9, 1883)",Q42831,0
148,148,0,1,1,И.,И,С.,Тургенев,Рудин,ru.wikisource.org/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BD_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),2,0,"(3, 9, 1883)",Q42831,0
149,149,0,0,1,И.,И,С.,Тургенев,"Записки охотника
Бежин луг
Хорь и Калиныч
Бирюк
Певцы",ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),1,0,"(3, 9, 1883)",Q42831,0
