,Litres,PDF,Wiki,Имя,Название,Отчество,Ссылка,Фамилия,Short name,Score
87,0,0,1,А.,Туча,С.,ru.wikisource.org/wiki/%D0%A2%D1%83%D1%87%D0%B0_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
88,0,0,1,А.,Ещё дуют холодные ветры,С.,ru.wikisource.org/wiki/%D0%95%D1%89%D1%91_%D0%B4%D1%83%D1%8E%D1%82_%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5_%D0%B2%D0%B5%D1%82%D1%80%D1%8B,Пушкин,А,1
89,0,0,1,А.,Бесы,С.,ru.wikisource.org/wiki/%D0%91%D0%B5%D1%81%D1%8B_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
90,0,0,1,А.,Жених,С.,ru.wikisource.org/wiki/%D0%96%D0%B5%D0%BD%D0%B8%D1%85_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
91,0,0,1,А.,Зимняя дорога,С.,ru.wikisource.org/wiki/%D0%97%D0%B8%D0%BC%D0%BD%D1%8F%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0,Пушкин,А,1
92,0,0,1,А.,К Чаадаеву,С.,ru.wikisource.org/wiki/%D0%9A_%D0%A7%D0%B0%D0%B0%D0%B4%D0%B0%D0%B5%D0%B2%D1%83_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
93,0,0,1,А.,Во глубине сибирских руд,С.,ru.wikisource.org/wiki/%D0%92%D0%BE_%D0%B3%D0%BB%D1%83%D0%B1%D0%B8%D0%BD%D0%B5_%D1%81%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B8%D1%85_%D1%80%D1%83%D0%B4,Пушкин,А,1
94,0,0,1,А.,19 октября,С.,ru.wikisource.org/wiki/19_%D0%BE%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
95,0,0,1,А.,На холмах Грузии,С.,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D1%85%D0%BE%D0%BB%D0%BC%D0%B0%D1%85_%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%B8,Пушкин,А,1
96,0,0,1,А.,Мадона,С.,ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%B4%D0%BE%D0%BD%D0%B0_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
97,0,0,1,А.,Арион,С.,ru.wikisource.org/wiki/%D0%90%D1%80%D0%B8%D0%BE%D0%BD,Пушкин,А,1
98,0,0,1,А.,Признание,С.,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
99,0,0,1,А.,Поэт,С.,ru.wikisource.org/wiki/%D0%9F%D0%BE%D1%8D%D1%82_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
100,0,0,1,А.,Я памятник себе воздвиг нерукотворный,С.,ru.wikisource.org/wiki/%D0%AF_%D0%BF%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D0%B1%D0%B5_%D0%B2%D0%BE%D0%B7%D0%B4%D0%B2%D0%B8%D0%B3_%D0%BD%D0%B5%D1%80%D1%83%D0%BA%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D0%BD%D1%8B%D0%B9,Пушкин,А,1
101,0,0,1,А.,Няне,С.,ru.wikisource.org/wiki/%D0%9D%D1%8F%D0%BD%D0%B5,Пушкин,А,1
102,0,0,1,А.,И. И. Пущину,С.,ru.wikisource.org/wiki/%D0%98._%D0%98._%D0%9F%D1%83%D1%89%D0%B8%D0%BD%D1%83,Пушкин,А,1
103,0,0,1,А.,Сожженное письмо,С.,ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%B6%D0%B6%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE,Пушкин,А,1
104,0,0,1,А.,"Храни меня, мой талисман",С.,"ru.wikisource.org/wiki/%D0%A5%D1%80%D0%B0%D0%BD%D0%B8_%D0%BC%D0%B5%D0%BD%D1%8F,_%D0%BC%D0%BE%D0%B9_%D1%82%D0%B0%D0%BB%D0%B8%D1%81%D0%BC%D0%B0%D0%BD",Пушкин,А,1
105,0,0,1,А.,Кипренскому,С.,ru.wikisource.org/wiki/%D0%9A%D0%B8%D0%BF%D1%80%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%BC%D1%83,Пушкин,А,1
106,0,0,1,А.,Цветок,С.,ru.wikisource.org/wiki/%D0%A6%D0%B2%D0%B5%D1%82%D0%BE%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
107,0,0,1,А.,Пророк,С.,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD),Пушкин,А,1
108,1,1,1,М.,Герой нашего времени,Ю.,ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,3
109,0,0,1,М.,Беглец,Ю.,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B3%D0%BB%D0%B5%D1%86_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
110,0,1,1,М.,Песня про купца Калашникова,Ю.,"ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%81%D0%BD%D1%8F_%D0%BF%D1%80%D0%BE_%D1%86%D0%B0%D1%80%D1%8F_%D0%98%D0%B2%D0%B0%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87%D0%B0,_%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D0%B3%D0%BE_%D0%BE%D0%BF%D1%80%D0%B8%D1%87%D0%BD%D0%B8%D0%BA%D0%B0_%D0%B8_%D1%83%D0%B4%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE_%D0%BA%D1%83%D0%BF%D1%86%D0%B0_%D0%9A%D0%B0%D0%BB%D0%B0%D1%88%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",Лермонтов,М,2
111,1,1,1,М.,Мцыри,Ю.,ru.wikisource.org/wiki/%D0%9C%D1%86%D1%8B%D1%80%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,3
112,0,0,1,М.,Пленный рыцарь,Ю.,ru.wikisource.org/wiki/%D0%9F%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
113,0,0,1,М.,Завещание,Ю.,ru.wikisource.org/wiki/%D0%97%D0%B0%D0%B2%D0%B5%D1%89%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
114,0,0,1,М.,Казачья колыбельная песня,Ю.,ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%87%D1%8C%D1%8F_%D0%BA%D0%BE%D0%BB%D1%8B%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
115,0,0,1,М.,Утёс,Ю.,ru.wikisource.org/wiki/%D0%A3%D1%82%D1%91%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
116,0,1,1,М.,Листок,Ю.,ru.wikisource.org/wiki/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,2
117,0,1,1,М.,Парус,Ю.,ru.wikisource.org/wiki/%D0%9F%D0%B0%D1%80%D1%83%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,2
118,0,1,1,М.,Тучи,Ю.,ru.wikisource.org/wiki/%D0%A2%D1%83%D1%87%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,2
119,1,1,1,М.,Бородино,Ю.,ru.wikisource.org/wiki/%D0%91%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,3
120,0,1,1,М.,Три пальмы,Ю.,ru.wikisource.org/wiki/%D0%A2%D1%80%D0%B8_%D0%BF%D0%B0%D0%BB%D1%8C%D0%BC%D1%8B_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,2
121,0,0,1,М.,Родина,Ю.,ru.wikisource.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
122,0,0,1,М.,Выхожу один я на дорогу…,Ю.,ru.wikisource.org/wiki/%D0%92%D1%8B%D1%85%D0%BE%D0%B6%D1%83_%D0%BE%D0%B4%D0%B8%D0%BD_%D1%8F_%D0%BD%D0%B0_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D1%83_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
123,0,0,1,М.,Смерть поэта,Ю.,ru.wikisource.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%BF%D0%BE%D1%8D%D1%82%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
124,0,0,1,М.,Молитва,Ю.,ru.wikisource.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B8%D1%82%D0%B2%D0%B0_(%D0%92_%D0%BC%D0%B8%D0%BD%D1%83%D1%82%D1%83_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D1%82%D1%80%D1%83%D0%B4%D0%BD%D1%83%D1%8E_%E2%80%94_%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
125,0,0,1,М.,Когда волнуется желтеющая нива…,Ю.,ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0_%D0%B2%D0%BE%D0%BB%D0%BD%D1%83%D0%B5%D1%82%D1%81%D1%8F_%D0%B6%D0%B5%D0%BB%D1%82%D0%B5%D1%8E%D1%89%D0%B0%D1%8F_%D0%BD%D0%B8%D0%B2%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
126,0,0,1,М.,Пророк,Ю.,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
127,0,0,1,М.,Нищий,Ю.,ru.wikisource.org/wiki/%D0%9D%D0%B8%D1%89%D0%B8%D0%B9_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
128,0,0,1,М.,"Нет, не тебя так пылко я люблю…",Ю.,"ru.wikisource.org/wiki/%D0%9D%D0%B5%D1%82,_%D0%BD%D0%B5_%D1%82%D0%B5%D0%B1%D1%8F_%D1%82%D0%B0%D0%BA_%D0%BF%D1%8B%D0%BB%D0%BA%D0%BE_%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",Лермонтов,М,1
129,0,0,1,М.,На севере диком стоит одиноко…,Ю.,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D1%81%D0%B5%D0%B2%D0%B5%D1%80%D0%B5_%D0%B4%D0%B8%D0%BA%D0%BE%D0%BC_%D1%81%D1%82%D0%BE%D0%B8%D1%82_%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
130,0,0,1,М.,Ангел,Ю.,ru.wikisource.org/wiki/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
131,0,0,1,М.,Узник,Ю.,ru.wikisource.org/wiki/%D0%A3%D0%B7%D0%BD%D0%B8%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
132,0,0,1,М.,Первое января,Ю.,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B5_%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
133,0,0,1,М.,Предсказание,Ю.,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B5%D0%B4%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
134,0,0,1,М.,И скучно и грустно,Ю.,ru.wikisource.org/wiki/%D0%98_%D1%81%D0%BA%D1%83%D1%87%D0%BD%D0%BE_%D0%B8_%D0%B3%D1%80%D1%83%D1%81%D1%82%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
135,0,0,1,М.,Дума,Ю.,ru.wikisource.org/wiki/%D0%94%D1%83%D0%BC%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2),Лермонтов,М,1
136,0,0,1,М.,"Как часто, пёстрою толпою окружён…",Ю.,"ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D1%87%D0%B0%D1%81%D1%82%D0%BE,_%D0%BF%D1%91%D1%81%D1%82%D1%80%D0%BE%D1%8E_%D1%82%D0%BE%D0%BB%D0%BF%D0%BE%D1%8E_%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D1%91%D0%BD_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)",Лермонтов,М,1
137,0,0,1,Н.,Выбранные места из переписки с друзьями,В.,ru.wikisource.org/wiki/%D0%92%D1%8B%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%B0_%D0%B8%D0%B7_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D1%81_%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F%D0%BC%D0%B8_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),Гоголь,Н,1
138,0,1,1,Н.,Ночь перед Рождеством,В.,ru.wikisource.org/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE%D0%BC_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),Гоголь,Н,2
139,0,0,1,Н.,"Майская ночь, или Утопленница",В.,"ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C,_%D0%B8%D0%BB%D0%B8_%D0%A3%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)",Гоголь,Н,1
140,0,0,1,Н.,Заколдованное место,В.,ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C),Гоголь,Н,1
141,0,0,1,А.,Бедность не порок,Н.,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BD%D0%B5_%D0%BF%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),Островский,А,1
142,0,1,1,А.,Бесприданница,Н.,ru.wikisource.org/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%80%D0%B8%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8%D1%86%D0%B0,Островский,А,2
143,1,1,1,А.,Гроза,Н.,ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),Островский,А,3
144,0,1,1,А.,Доходное место,Н.,ru.wikisource.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),Островский,А,2
145,1,1,1,А.,Снегурочка,Н.,ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),Островский,А,3
146,0,0,1,А.,Свои люди — сочтёмся,Н.,ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),Островский,А,1
147,1,1,1,И.,Отцы и дети,С.,ru.wikisource.org/wiki/%D0%9E%D1%82%D1%86%D1%8B_%D0%B8_%D0%B4%D0%B5%D1%82%D0%B8_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,3
148,0,1,1,И.,Рудин,С.,ru.wikisource.org/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BD_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,2
149,0,0,1,И.,"Записки охотника
Бежин луг
Хорь и Калиныч
Бирюк
Певцы",С.,ru.wikisource.org/wiki/%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
150,0,1,1,И.,Бежин луг,С.,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B6%D0%B8%D0%BD_%D0%BB%D1%83%D0%B3_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,2
151,0,0,1,И.,Хорь и Калиныч,С.,ru.wikisource.org/wiki/%D0%A5%D0%BE%D1%80%D1%8C_%D0%B8_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D1%8B%D1%87_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
152,0,0,1,И.,Бирюк,С.,ru.wikisource.org/wiki/%D0%91%D0%B8%D1%80%D1%8E%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
153,0,0,1,И.,Певцы,С.,ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B2%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
154,1,0,1,И.,Муму,С.,ru.wikisource.org/wiki/%D0%9C%D1%83%D0%BC%D1%83_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,2
155,0,1,1,И.,Ася,С.,ru.wikisource.org/wiki/%D0%90%D1%81%D1%8F_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,2
156,0,1,1,И.,Первая любовь,С.,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,2
157,0,0,1,И.,Русский язык,С.,ru.wikisource.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
158,0,0,1,И.,Два богача,С.,ru.wikisource.org/wiki/%D0%94%D0%B2%D0%B0_%D0%B1%D0%BE%D0%B3%D0%B0%D1%87%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
159,0,0,1,И.,"Как хороши, как свежи были розы",С.,"ru.wikisource.org/wiki/%D0%9A%D0%B0%D0%BA_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B8,_%D0%BA%D0%B0%D0%BA_%D1%81%D0%B2%D0%B5%D0%B6%D0%B8_%D0%B1%D1%8B%D0%BB%D0%B8_%D1%80%D0%BE%D0%B7%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)",Тургенев,И,1
160,0,0,1,И.,Близнецы,С.,ru.wikisource.org/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BD%D0%B5%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2),Тургенев,И,1
161,0,0,1,Ф.,Есть в осени первоначальной…,И.,ru.wikisource.org/wiki/%D0%95%D1%81%D1%82%D1%8C_%D0%B2_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
162,0,0,1,Ф.,Летний вечер,И.,ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
163,0,0,1,Ф.,Осенний вечер,И.,ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
164,0,0,1,Ф.,Умом Россию не понять…,И.,ru.wikisource.org/wiki/%D0%A3%D0%BC%D0%BE%D0%BC_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8E_%D0%BD%D0%B5_%D0%BF%D0%BE%D0%BD%D1%8F%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
165,0,0,1,Ф.,Весенние воды,И.,ru.wikisource.org/wiki/%D0%92%D0%B5%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D1%8B_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
166,0,0,1,Ф.,Нам не дано предугадать…,И.,ru.wikisource.org/wiki/%D0%9D%D0%B0%D0%BC_%D0%BD%D0%B5_%D0%B4%D0%B0%D0%BD%D0%BE_%D0%BF%D1%80%D0%B5%D0%B4%D1%83%D0%B3%D0%B0%D0%B4%D0%B0%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
167,0,0,1,Ф.,Неохотно и несмело…,И.,ru.wikisource.org/wiki/%D0%9D%D0%B5%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%BE_%D0%B8_%D0%BD%D0%B5%D1%81%D0%BC%D0%B5%D0%BB%D0%BE_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
168,0,0,1,Ф.,Листья,И.,ru.wikisource.org/wiki/%D0%9B%D0%B8%D1%81%D1%82%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
169,0,0,1,Ф.,Что ты клонишь над водами…,И.,ru.wikisource.org/wiki/%D0%A7%D1%82%D0%BE_%D1%82%D1%8B_%D0%BA%D0%BB%D0%BE%D0%BD%D0%B8%D1%88%D1%8C_%D0%BD%D0%B0%D0%B4_%D0%B2%D0%BE%D0%B4%D0%B0%D0%BC%D0%B8_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
170,0,0,1,Ф.,Фонтан,И.,ru.wikisource.org/wiki/%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2),Тютчев,Ф,1
