;Имя;Отчество;Фамилия;Название;PDF;Wiki;Ссылка
681;Былины;;;Вольга и Микула Селянович;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D0%BB%D1%8C%D0%B3%D0%B0_%D0%B8_%D0%9C%D0%B8%D0%BA%D1%83%D0%BB%D0%B0_%D0%A1%D0%B5%D0%BB%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
682;Былины;;;Илья Муромец и Соловей-разбойник;0;1;ru.wikisource.org/wiki/%D0%98%D0%BB%D1%8C%D1%8F_%D0%9C%D1%83%D1%80%D0%BE%D0%BC%D0%B5%D1%86_%D0%B8_%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D0%B5%D0%B9-%D1%80%D0%B0%D0%B7%D0%B1%D0%BE%D0%B9%D0%BD%D0%B8%D0%BA
683;Былины;;;Садко;0;1;ru.wikisource.org/wiki/%D0%A1%D0%B0%D0%B4%D0%BA%D0%BE
684;Былины;;;Три поездки Ильи Муромца (прозаический пересказ);0;1;ru.wikisource.org/wiki/%D0%A1%D0%B0%D0%B4%D0%BA%D0%BE
685;А.;;Веселый;Россия, кровью умытая;0;1;
686;Е.;А.;Боратынский;Весна, весна!..;0;1;ru.wikisource.org/wiki/%D0%92%D0%B5%D1%81%D0%BD%D0%B0,_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0!..
687;Е.;А.;Боратынский;Чудный град;0;1;ru.wikisource.org/wiki/%D0%A7%D1%83%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B3%D1%80%D0%B0%D0%B4_%D0%BF%D0%BE%D1%80%D0%BE%D0%B9_%D1%81%D0%BE%D0%BB%D1%8C%D1%91%D1%82%D1%81%D1%8F_(%D0%91%D0%BE%D1%80%D0%B0%D1%82%D1%8B%D0%BD%D1%81%D0%BA%D0%B8%D0%B9)
688;Гомер;;;Одиссея (фрагмент);0;1;ru.wikisource.org/wiki/%D0%9E%D0%B4%D0%B8%D1%81%D1%81%D0%B5%D1%8F
689;Виктор;;Гюго;Собор Парижской Богоматери;0;1;"ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D0%B5%D0%B9_(%D0%90%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%B5%D0%BD;_%D0%93%D0%B0%D0%BD%D0%B7%D0%B5%D0%BD)"
690;А.;И.;Солженицын;Один день Ивана Денисовича;0;1;
691;А.;И.;Солженицын;Матрёнин двор;0;1;
692;А.;И.;Солженицын;Архипелаг ГУЛАГ;0;1;
693;А.;И.;Солженицын;Как нам обустроить Россию;0;1;
694;Греческие;;мифы;Титан Атлант и счастливая Аркадия;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
695;Греческие;;мифы;Атлант и Геракл;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
696;Греческие;;мифы;Скотный двор царя Авгия;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
697;Греческие;;мифы;Яблоки Гесперид;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
698;Греческие;;мифы;Геродот Арион;0;1;ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B4%D0%BE%D1%82
699;Э.;;Сетон-Томпсон;Снап (история бультерьера);0;1;ru.wikisource.org/wiki/%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
700;Туве;;Янссон;Последний в мире дракон;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
701;А.;;Арбузов;Иркутская история;0;1;
702;А.;;Арбузов;Жестокие игры;0;1;
703;Надежда;;Тэффи;Ностальгия;0;1;
704;Б.;;Пильняк;Голый год;0;1;
705;Пословицы и поговорки народов мира;;;Россия;0;1;
706;Пословицы и поговорки народов мира;;;Азия;0;1;
707;Пословицы и поговорки народов мира;;;Европа;0;1;
708;Пословицы и поговорки народов мира;;;Америка;0;1;
709;Ф.;А.;Абрамов;О чём плачут лошади;0;1;
710;Ф.;А.;Абрамов;"Тетралогия Пряслины:
Две зимы и три лета
Братья и сестры
Пути-перепутья
Дом";0;1;
711;Ф.;А.;Абрамов;Две зимы и три лета;0;1;
712;Ф.;А.;Абрамов;Братья и сестры;0;1;
713;Ф.;А.;Абрамов;Пути-перепутья;0;1;
714;Ф.;А.;Абрамов;Дом;0;1;
715;Ф.;А.;Абрамов;Поездка в прошлое;0;1;
716;Леонид;;Андреев;Кусака;0;1;ru.wikisource.org/wiki/%D0%9A%D1%83%D1%81%D0%B0%D0%BA%D0%B0
717;Луиджи;;Пиранделло;Черепаха;0;1;ru.wikisource.org/wiki/%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%B0%D1%85%D0%B0
718;Рэй;;Брэдбери;Каникулы (Брэдбери);0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
719;Рэй;;Брэдбери;Зелёное утро;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
720;Рэй;;Брэдбери;Вино из одуванчиков;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
721;Астрид;;Линдгрен;Приключения Калле Блумквиста;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
722;Астрид;;Линдгрен;Расмус-бродяга;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
723;К.;;Бальмонт; Стихотворения по выбору учащихся;1;0;
724;А.;;Вампилов;Старший сын;1;0;
725;П.;;Мериме;;1;0;
726;П.;;Мериме; Новеллы;1;0;
727;А.;Н.;Арбузов;Мой бедный Марат;1;0;
728;А.;Н.;Арбузов;Годы странствий;1;0;
729;М.;;Рид;Белый вождь;1;0;
730;М.;;Рид;Оцеола – вождь семинолов;1;0;
731;А.;И.;Герцен;Былое и думы;1;0;
732;А.;И.;Герцен;Сорока-воровка;1;0;
733;А.;И.;Герцен;Доктор Крупов;1;0;
734;А.;И.;Герцен;Кто виноват?;1;0;
735;Э.;А.;Гофман;Щелкунчик и Мышиный король;1;0;
736;Волков;;;Волшебник Изумрудного города;1;0;
737;Н.;Н.;Носов;Витя Малеев в школе и дома;1;0;
738;Н.;Н.;Носов;Приключения Незнайки;1;0;
739;Н.;Н.;Носов; Рассказы;1;0;
740;Гримм;;;Сказки братьев ;1;0;
741;Д.;;Лондон;Зов предков;1;0;
742;Д.;;Лондон;Любовь к жизни;1;0;
743;В.;;Даль; Девочка снегурочка и другие рассказы;1;0;
744;В.;;Скотт;Ричард Львиное Сердце;1;0;
745;В.;;Скотт;Квентин Дорвард;1;0;
746;В.;;Скотт;Айвенго;1;0;
747;В.;;Маяковский;Облако в штанах;1;0;
748;С.;;Маршак;Горя бояться-счастья не видать;1;0;
749;С.;;Маршак;Двенадцать месяцев;1;0;
750;А.;П.;Гайдар;РВС;1;0;
751;А.;П.;Гайдар;Чук и Гек;1;0;
752;В.;Ф.;Тендряков;Шестьдесят свечей;1;0;
753;В.;Ф.;Тендряков;Люди и нелюди;1;0;
754;В.;Ф.;Тендряков;Ночь после выпуска;1;0;
755;А.;;Аверченко;Рассказы (2-3);1;0;
756;В.;Н.;Крупин;Живая вода;1;0;
757;В.;Н.;Крупин;Великорецкая капель;1;0;
758;В.;Н.;Крупин;Сороковой день;1;0;
759;Б.;;Пастернак;Доктор Живаго;1;0;
760;А.;М.;Горький;Пепе;1;0;
761;А.;М.;Горький;Детство;1;0;
762;С.;;Есенин; Стихотворения разных лет;1;0;
763;Т.;;Толстая;Кысь;1;0;
764;Т.;;Толстая;Йорик;1;0;
765;Т.;;Толстая;На золотом крыльце сидели. . . ;1;0;
766;Д.;;Родари;Чипполино;1;0;
767;Б.;А.;Можаев;Мужики и бабы;1;0;
768;А.;;Платонов;Рассказы (2-3);1;0;
769;В.;;Белов;Скворцы;1;0;
770;В.;;Белов;Поющие камни;1;0;
771;А.;;Солженицын;Один день Ивана Денисовича;1;0;
772;А.;;Солженицын;Матренин двор;1;0;
773;Ю.;;Олеша;Три толстяка;1;0;
774;В.;;Гете;Фауст;1;0;
775;В.;Ф.;Одоевский;Городок в табакерке;1;0;
776;В.;;Каверин;Два капитана;1;0;
777;Ю.;;Бондарев;Берег;1;0;
778;Ю.;;Бондарев;Горячий снег;1;0;
779;Ю.;;Бондарев;Выбор;1;0;
780;Ю.;;Бондарев;Батальоны просят огня;1;0;
781;М.;;Булгаков;Мастер и Маргарита;1;0;
782;М.;;Булгаков;Собачье сердце;1;0;
783;Куприн;;;Слон;1;0;
784;Куприн;;;Белый пудель;1;0;
785;Куприн;;;Чудесный доктор;1;0;
786;К.;И.;Чуковский;Мойдодыр;1;0;
787;К.;И.;Чуковский;Краденное солнце;1;0;
788;К.;И.;Чуковский;Муха- Цокотуха;1;0;
789;К.;И.;Чуковский;Телефон;1;0;
790;К.;И.;Чуковский;Тараканище;1;0;
791;К.;И.;Чуковский;Чукоккала;1;0;
792;Трубачев;;;Васек Трубачев и его товарищи;1;0;
793;Ф.;А.;Искандер;Сандро из Чегема;1;0;
794;А.;;Бустужев-Марлинский;Лейтенант Бельвизор;1;0;
795;М.;;Шолохов;Тихий Дон;1;0;
796;М.;М.;Пришвин;Разговор птиц и зверей;1;0;
797;М.;М.;Пришвин;Рассказы о природе;1;0;
798;М.;М.;Пришвин;Кладовая солнца;1;0;
799;Ю.;;Яковлев;Собирающий облака;1;0;
800;Ю.;;Яковлев;Когда уезжает друг;1;0;
801;Э.;Н.;Успенский;Приключения в Простоквашино;1;0;
802;Ч.;;Айтматов;Свидание с сыном;1;0;
803;Б.;С.;Житков;Помощь идет;1;0;
804;И.;;Бунин;Господин из СанФранциско;1;0;
805;И.;;Бунин;Солнечный удар;1;0;
806;И.;;Бунин;Темные аллеи;1;0;
807;Г.;Х.;Андерсен; Сказки;1;0;
808;Э.;;Успенский; Рассказы, сказки для детей;1;0;
809;Н.;;Добролюбов;Луч света в темном царстве;1;0;
810;Б.;И.;Житков;Что я видел;1;0;
811;Баранкин;;;Баранкин, будь человеком;1;0;
812;Л.;;Улицкая; Любая проза;1;0;
813;В.;;Астафьев;Фотография, на которой меня нет;1;0;
814;В.;В.;Бианки;Чей нос лучше?;1;0;
815;В.;В.;Бианки; Рассказы о природе;1;0;
816;В.;В.;Бианки;Кто чем поет?;1;0;
817;А.;О.;Ишимова; История России в рассказах для детей;1;0;
818;Замятин;;;Огненная А;1;0;
819;В.;;Осеева; Рассказы;1;0;
820;Мюнхгаузен;;;Удивительные приключения барона Мюнхгаузена;1;0;
821;М.;;Зощенко;Карусель;1;0;
822;М.;;Зощенко;Рассказы (2-3);1;0;
823;Р.;;Брэдбери;;1;0;
824;Р.;;Брэдбери; ;1;0;
825;Р.;;Брэдбери; Фантастические рассказы;1;0;
826;М.;;Цветаева; Стихотворения по выбору учащихся;1;0;
827;К.;Д.;Ушинский;Четыре желания;1;0;
828;Д.;;Мамин-Сибиряк;Приемыш;1;0;
829;Д.;;Мамин-Сибиряк;Емеля-охотник;1;0;
830;В.;;Гюго;Собор Парижской Богоматери;1;0;
831;В.;;Гюго;Козетта;1;0;
832;С.;В.;Михалков; Стихи для детей;1;0;
833;С.;В.;Михалков;Дядя Степа;1;0;
834;С.;В.;Михалков;А что у вас?;1;0;
835;Н.;;Гумилев; Стихотворения по выбору учащихся;1;0;
836;К.;;Паустовский;Растрепанный воробей;1;0;
837;К.;;Паустовский;Черная курица;1;0;
838;К.;;Паустовский;Теплый хлеб;1;0;
839;А.;;Ахматова;Реквием;1;0;
840;В.;;Гауф;Маленький Мук;1;0;
841;Ю.;М.;Лермонтов;Мцыри;1;0;
842;Чапек;;; Сказки и веселые истории;1;0;
843;Б.;;Мольер;Мещанин во дворянстве;1;0;
844;Б.;;Мольер;Тартюф;1;0;
845;С.;;Алексеев;Сто рассказов из русской истории;1;0;
846;С.;;Алексеев;Исторические повести;1;0;
847;М.;;Ефетов;Девочка из Сталинграда;1;0;
848;М.;;Ефетов;Граната в ушанке;1;0;
849;С.;;Аксаков;Аленький цветочек;1;0;
850;В.;;Брюсов; Стихотворения по выбору учащихся;1;0;
851;Ш.;;Пьеро;Красная шапочка;1;0;
852;Ш.;;Пьеро;Кот в сапогах;1;0;
853;А.;А.;Ахматова;;1;0;
854;А.;А.;Ахматова; ;1;0;
855;А.;А.;Ахматова; Стихотворения;1;0;
856;В.;;Одоевского;Литературные сказки (Андерсена, братьев Гримм, Перро, Гауфа, Гофмана, Пушкина, , Погорельского, Гаршина и др;1;0;
857;В.;;Одоевского; );1;0;
858;Паустовский;;;Старый челн;1;0;
859;Паустовский;;;Заячьи лапы;1;0;
860;Паустовский;;;Подарок;1;0;
861;Паустовский;;;Золотой линь;1;0;
862;Паустовский;;;Барсучий нос;1;0;
863;Паустовский;;;Летние дни;1;0;
864;Паустовский;;;Стекольный мастер;1;0;
865;С.;Я.;Маршак;Детки в клетке;1;0;
866;С.;Я.;Маршак;Почта;1;0;
867;С.;Я.;Маршак;Вот такой рассеянный;1;0;
868;Е.;;Чарушин; Рассказы;1;0;
869;Е.;;Пермяк; Торопливый ножик и другие рассказы;1;0;
870;А.;;Конан;Рассказы о Шерлоке Холмсе;1;0;
871;Короленко;;;Слепой музыкант;1;0;
872;Короленко;;;В дурном обществе;1;0;
873;А.;Л.;Барто; Стихи для маленьких;1;0;
874;А.;;Куприн;Гранатовый браслет;1;0;
875;А.;;Куприн;Олеся;1;0;
876;В.;П.;Катаев;Сын полка;1;0;
877;Н.;;Носов;Веселая семейка;1;0;
878;В.;;Губарев;Королевство кривых зеркал;1;0;
879;А.;;Твардовский; ;1;0;
880;А.;;Твардовский; Обзор творчества;1;0;
881;М.;М.;Зощенко;Встреча;1;0;
882;М.;М.;Зощенко;Монтер;1;0;
883;М.;М.;Зощенко;Галоша;1;0;
884;Н.;;Сладков; Рассказы о живой природе;1;0;
885;Н.;Г.;Помяловский;Очерки бурсы;1;0;
886;В.;;Распутин;Прощание с Матерой;1;0;
887;А.;;Блок;Двенадцать;1;0;
888;А.;;Блок;Стихи о Прекрасной Даме;1;0;
889;Носов;;;Незнайка на Луне;1;0;
890;Носов;;;Незнайка в Солнечном городе;1;0;
891;Носов;;;Витя Малеев в школе и дома;1;0;
892;Носов;;;Приключения Незнайки;1;0;
893;Л.;;Андреев; Петька на даче;1;0;
894;Р.;;Киплинг;Маугли;1;0;
895;А.;;Дюма;Три мушкетера;1;0;
896;А.;;Дюма;Асканио;1;0;
897;А.;;Дюма;Двадцать лет спустя;1;0;
898;Аленушкин;;;Аленушкины сказки;1;0;
899;Тургенев;;;Записок охотника;1;0;
900;Тургенев;;;Бежин луг;1;0;
901;Б.;;Заходер;Веселые стихи;1;0;
