	id	author_id	book_name	book_url
114	114	21	Казачья колыбельная песня	/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%87%D1%8C%D1%8F_%D0%BA%D0%BE%D0%BB%D1%8B%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
115	115	21	Утёс	/wiki/%D0%A3%D1%82%D1%91%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
116	116	21	Листок	/wiki/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
117	117	21	Парус	/wiki/%D0%9F%D0%B0%D1%80%D1%83%D1%81_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
118	118	21	Тучи	/wiki/%D0%A2%D1%83%D1%87%D0%B8_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
119	119	21	Бородино	/wiki/%D0%91%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
120	120	21	Три пальмы	/wiki/%D0%A2%D1%80%D0%B8_%D0%BF%D0%B0%D0%BB%D1%8C%D0%BC%D1%8B_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
121	121	21	Родина	/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
122	122	21	Выхожу один я на дорогу…	/wiki/%D0%92%D1%8B%D1%85%D0%BE%D0%B6%D1%83_%D0%BE%D0%B4%D0%B8%D0%BD_%D1%8F_%D0%BD%D0%B0_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D1%83_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
123	123	21	Смерть поэта	/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%BF%D0%BE%D1%8D%D1%82%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
124	124	21	Молитва	/wiki/%D0%9C%D0%BE%D0%BB%D0%B8%D1%82%D0%B2%D0%B0_(%D0%92_%D0%BC%D0%B8%D0%BD%D1%83%D1%82%D1%83_%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8_%D1%82%D1%80%D1%83%D0%B4%D0%BD%D1%83%D1%8E_%E2%80%94_%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
125	125	21	Когда волнуется желтеющая нива…	/wiki/%D0%9A%D0%BE%D0%B3%D0%B4%D0%B0_%D0%B2%D0%BE%D0%BB%D0%BD%D1%83%D0%B5%D1%82%D1%81%D1%8F_%D0%B6%D0%B5%D0%BB%D1%82%D0%B5%D1%8E%D1%89%D0%B0%D1%8F_%D0%BD%D0%B8%D0%B2%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
126	126	21	Пророк	/wiki/%D0%9F%D1%80%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
127	127	21	Нищий	/wiki/%D0%9D%D0%B8%D1%89%D0%B8%D0%B9_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
128	128	21	Нет, не тебя так пылко я люблю…	/wiki/%D0%9D%D0%B5%D1%82,_%D0%BD%D0%B5_%D1%82%D0%B5%D0%B1%D1%8F_%D1%82%D0%B0%D0%BA_%D0%BF%D1%8B%D0%BB%D0%BA%D0%BE_%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
129	129	21	На севере диком стоит одиноко…	/wiki/%D0%9D%D0%B0_%D1%81%D0%B5%D0%B2%D0%B5%D1%80%D0%B5_%D0%B4%D0%B8%D0%BA%D0%BE%D0%BC_%D1%81%D1%82%D0%BE%D0%B8%D1%82_%D0%BE%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
130	130	21	Ангел	/wiki/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
131	131	21	Узник	/wiki/%D0%A3%D0%B7%D0%BD%D0%B8%D0%BA_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
132	132	21	Первое января	/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B5_%D1%8F%D0%BD%D0%B2%D0%B0%D1%80%D1%8F_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
133	133	21	Предсказание	/wiki/%D0%9F%D1%80%D0%B5%D0%B4%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
134	134	21	И скучно и грустно	/wiki/%D0%98_%D1%81%D0%BA%D1%83%D1%87%D0%BD%D0%BE_%D0%B8_%D0%B3%D1%80%D1%83%D1%81%D1%82%D0%BD%D0%BE_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
135	135	21	Дума	/wiki/%D0%94%D1%83%D0%BC%D0%B0_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
136	136	21	Как часто, пёстрою толпою окружён…	/wiki/%D0%9A%D0%B0%D0%BA_%D1%87%D0%B0%D1%81%D1%82%D0%BE,_%D0%BF%D1%91%D1%81%D1%82%D1%80%D0%BE%D1%8E_%D1%82%D0%BE%D0%BB%D0%BF%D0%BE%D1%8E_%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D1%91%D0%BD_(%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2)
137	137	23	Выбранные места из переписки с друзьями	/wiki/%D0%92%D1%8B%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%B0_%D0%B8%D0%B7_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D1%81_%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F%D0%BC%D0%B8_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
138	138	23	Ночь перед Рождеством	/wiki/%D0%9D%D0%BE%D1%87%D1%8C_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%BE%D0%BC_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
139	139	23	Майская ночь, или Утопленница	/wiki/%D0%9C%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C,_%D0%B8%D0%BB%D0%B8_%D0%A3%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
140	140	23	Заколдованное место	/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_(%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C)
141	141	24	Бедность не порок	/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%BD%D0%B5_%D0%BF%D0%BE%D1%80%D0%BE%D0%BA_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
142	142	24	Бесприданница	/wiki/%D0%91%D0%B5%D1%81%D0%BF%D1%80%D0%B8%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8%D1%86%D0%B0
143	143	24	Гроза	/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
144	144	24	Доходное место	
145	145	24	Снегурочка	/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B0_(%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
146	146	24	Свои люди-сочтёмся	
147	147	25	Отцы и дети	/wiki/%D0%9E%D1%82%D1%86%D1%8B_%D0%B8_%D0%B4%D0%B5%D1%82%D0%B8_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
148	148	25	Рудин	/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BD_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
149	149	25	Записки охотника	/wiki/%D0%97%D0%B0%D0%BF%D0%B8%D1%81%D0%BA%D0%B8_%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
150	150	25	Бежин луг	/wiki/%D0%91%D0%B5%D0%B6%D0%B8%D0%BD_%D0%BB%D1%83%D0%B3_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
151	151	25	Хорь и Калиныч	/wiki/%D0%A5%D0%BE%D1%80%D1%8C_%D0%B8_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D1%8B%D1%87_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
152	152	25	Бирюк	/wiki/%D0%91%D0%B8%D1%80%D1%8E%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
153	153	25	Певцы	/wiki/%D0%9F%D0%B5%D0%B2%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
154	154	25	Муму	/wiki/%D0%9C%D1%83%D0%BC%D1%83_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
155	155	25	Ася	/wiki/%D0%90%D1%81%D1%8F_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
156	156	25	Первая любовь	/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
157	157	25	Русский язык	/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
158	158	25	Два богача	/wiki/%D0%94%D0%B2%D0%B0_%D0%B1%D0%BE%D0%B3%D0%B0%D1%87%D0%B0_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
159	159	25	Как хороши, как свежи были розы	/wiki/%D0%9A%D0%B0%D0%BA_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B8,_%D0%BA%D0%B0%D0%BA_%D1%81%D0%B2%D0%B5%D0%B6%D0%B8_%D0%B1%D1%8B%D0%BB%D0%B8_%D1%80%D0%BE%D0%B7%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
160	160	25	Близнецы	/wiki/%D0%91%D0%BB%D0%B8%D0%B7%D0%BD%D0%B5%D1%86%D1%8B_(%D0%A2%D1%83%D1%80%D0%B3%D0%B5%D0%BD%D0%B5%D0%B2)
161	161	26	Есть в осени первоначальной…	/wiki/%D0%95%D1%81%D1%82%D1%8C_%D0%B2_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
162	162	26	Летний вечер	/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
163	163	26	Осенний вечер	/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
164	164	26	Умом Россию не понять…	/wiki/%D0%A3%D0%BC%D0%BE%D0%BC_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8E_%D0%BD%D0%B5_%D0%BF%D0%BE%D0%BD%D1%8F%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
165	165	26	Весенние воды	/wiki/%D0%92%D0%B5%D1%81%D0%B5%D0%BD%D0%BD%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D1%8B_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
166	166	26	Нам не дано предугадать…	/wiki/%D0%9D%D0%B0%D0%BC_%D0%BD%D0%B5_%D0%B4%D0%B0%D0%BD%D0%BE_%D0%BF%D1%80%D0%B5%D0%B4%D1%83%D0%B3%D0%B0%D0%B4%D0%B0%D1%82%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
167	167	26	Неохотно и несмело…	/wiki/%D0%9D%D0%B5%D0%BE%D1%85%D0%BE%D1%82%D0%BD%D0%BE_%D0%B8_%D0%BD%D0%B5%D1%81%D0%BC%D0%B5%D0%BB%D0%BE_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
168	168	26	Листья	/wiki/%D0%9B%D0%B8%D1%81%D1%82%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
169	169	26	Что ты клонишь над водами…	/wiki/%D0%A7%D1%82%D0%BE_%D1%82%D1%8B_%D0%BA%D0%BB%D0%BE%D0%BD%D0%B8%D1%88%D1%8C_%D0%BD%D0%B0%D0%B4_%D0%B2%D0%BE%D0%B4%D0%B0%D0%BC%D0%B8_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
170	170	26	Фонтан	/wiki/%D0%A4%D0%BE%D0%BD%D1%82%D0%B0%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
171	171	26	Как весел грохот летних бурь…	/wiki/%D0%9A%D0%B0%D0%BA_%D0%B2%D0%B5%D1%81%D0%B5%D0%BB_%D0%B3%D1%80%D0%BE%D1%85%D0%BE%D1%82_%D0%BB%D0%B5%D1%82%D0%BD%D0%B8%D1%85_%D0%B1%D1%83%D1%80%D1%8C_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
172	172	26	Чародейкою Зимою…	/wiki/%D0%A7%D0%B0%D1%80%D0%BE%D0%B4%D0%B5%D0%B9%D0%BA%D0%BE%D1%8E_%D0%97%D0%B8%D0%BC%D0%BE%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
173	173	26	Цицерон	/wiki/%D0%A6%D0%B8%D1%86%D0%B5%D1%80%D0%BE%D0%BD_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
174	174	26	Она сидела на полу…	/wiki/%D0%9E%D0%BD%D0%B0_%D1%81%D0%B8%D0%B4%D0%B5%D0%BB%D0%B0_%D0%BD%D0%B0_%D0%BF%D0%BE%D0%BB%D1%83_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
175	175	26	О, как убийственно мы любим…	/wiki/%D0%9E,_%D0%BA%D0%B0%D0%BA_%D1%83%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE_%D0%BC%D1%8B_%D0%BB%D1%8E%D0%B1%D0%B8%D0%BC_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
176	176	26	Эти бедные селенья…	/wiki/%D0%AD%D1%82%D0%B8_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8B%D0%B5_%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D1%8C%D1%8F_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
177	177	26	Чему молилась ты с любовью…	/wiki/%D0%A7%D0%B5%D0%BC%D1%83_%D0%BC%D0%BE%D0%BB%D0%B8%D0%BB%D0%B0%D1%81%D1%8C_%D1%82%D1%8B_%D1%81_%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%D1%8E_(%D0%A2%D1%8E%D1%82%D1%87%D0%B5%D0%B2)
178	178	27	Ещё весны душистой нега…	/wiki/%D0%95%D1%89%D1%91_%D0%B2%D0%B5%D1%81%D0%BD%D1%8B_%D0%B4%D1%83%D1%88%D0%B8%D1%81%D1%82%D0%BE%D0%B9_%D0%BD%D0%B5%D0%B3%D0%B0_(%D0%A4%D0%B5%D1%82)
179	179	27	Заря прощается с землёю…	/wiki/%D0%97%D0%B0%D1%80%D1%8F_%D0%BF%D1%80%D0%BE%D1%89%D0%B0%D0%B5%D1%82%D1%81%D1%8F_%D1%81_%D0%B7%D0%B5%D0%BC%D0%BB%D1%91%D1%8E_(%D0%A4%D0%B5%D1%82)
180	180	27	Ель рукавом мне тропинку завесила…	/wiki/%D0%95%D0%BB%D1%8C_%D1%80%D1%83%D0%BA%D0%B0%D0%B2%D0%BE%D0%BC_%D0%BC%D0%BD%D0%B5_%D1%82%D1%80%D0%BE%D0%BF%D0%B8%D0%BD%D0%BA%D1%83_%D0%B7%D0%B0%D0%B2%D0%B5%D1%81%D0%B8%D0%BB%D0%B0_(%D0%A4%D0%B5%D1%82)
181	181	27	Скрип шагов вдоль улиц белых…	/wiki/%D0%A1%D0%BA%D1%80%D0%B8%D0%BF_%D1%88%D0%B0%D0%B3%D0%BE%D0%B2_%D0%B2%D0%B4%D0%BE%D0%BB%D1%8C_%D1%83%D0%BB%D0%B8%D1%86_%D0%B1%D0%B5%D0%BB%D1%8B%D1%85_(%D0%A4%D0%B5%D1%82)
182	182	27	Летний вечер тих и ясен…	/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B9_%D0%B2%D0%B5%D1%87%D0%B5%D1%80_%D1%82%D0%B8%D1%85_%D0%B8_%D1%8F%D1%81%D0%B5%D0%BD_(%D0%A4%D0%B5%D1%82)
183	183	27	Какая ночь! Как воздух чист…	/wiki/%D0%9A%D0%B0%D0%BA%D0%B0%D1%8F_%D0%BD%D0%BE%D1%87%D1%8C!_%D0%9A%D0%B0%D0%BA_%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85_%D1%87%D0%B8%D1%81%D1%82_(%D0%A4%D0%B5%D1%82)
184	184	27	Это утро, радость эта…	/wiki/%D0%AD%D1%82%D0%BE_%D1%83%D1%82%D1%80%D0%BE,_%D1%80%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D1%8C_%D1%8D%D1%82%D0%B0_(%D0%A4%D0%B5%D1%82)
185	185	27	Бабочка	/wiki/%D0%91%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0_(%D0%A4%D0%B5%D1%82)
186	186	27	Какая грусть! Конец аллеи…	/wiki/%D0%9A%D0%B0%D0%BA%D0%B0%D1%8F_%D0%B3%D1%80%D1%83%D1%81%D1%82%D1%8C!_%D0%9A%D0%BE%D0%BD%D0%B5%D1%86_%D0%B0%D0%BB%D0%BB%D0%B5%D0%B8_(%D0%A4%D0%B5%D1%82)
187	187	27	Зреет рожь	/wiki/%D0%97%D1%80%D0%B5%D0%B5%D1%82_%D1%80%D0%BE%D0%B6%D1%8C_(%D0%A4%D0%B5%D1%82)
188	188	27	Ласточки пропали	/wiki/%D0%9B%D0%B0%D1%81%D1%82%D0%BE%D1%87%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BB%D0%B8_(%D0%A4%D0%B5%D1%82)
189	189	27	На заре ты её не буди…	/wiki/%D0%9D%D0%B0_%D0%B7%D0%B0%D1%80%D0%B5_%D1%82%D1%8B_%D0%B5%D1%91_%D0%BD%D0%B5_%D0%B1%D1%83%D0%B4%D0%B8_(%D0%A4%D0%B5%D1%82)
190	190	27	Я пришёл к тебе с приветом…	/wiki/%D0%AF_%D0%BF%D1%80%D0%B8%D1%88%D1%91%D0%BB_%D0%BA_%D1%82%D0%B5%D0%B1%D0%B5_%D1%81_%D0%BF%D1%80%D0%B8%D0%B2%D0%B5%D1%82%D0%BE%D0%BC_(%D0%A4%D0%B5%D1%82)
191	191	27	Я тебе ничего не скажу…	/wiki/%D0%AF_%D1%82%D0%B5%D0%B1%D0%B5_%D0%BD%D0%B8%D1%87%D0%B5%D0%B3%D0%BE_%D0%BD%D0%B5_%D1%81%D0%BA%D0%B0%D0%B6%D1%83_(%D0%A4%D0%B5%D1%82)
192	192	27	Добро и зло	/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%BE_%D0%B8_%D0%B7%D0%BB%D0%BE_(%D0%A4%D0%B5%D1%82)
193	193	27	Жизнь пронеслась без явного следа…	/wiki/%D0%96%D0%B8%D0%B7%D0%BD%D1%8C_%D0%BF%D1%80%D0%BE%D0%BD%D0%B5%D1%81%D0%BB%D0%B0%D1%81%D1%8C_%D0%B1%D0%B5%D0%B7_%D1%8F%D0%B2%D0%BD%D0%BE%D0%B3%D0%BE_%D1%81%D0%BB%D0%B5%D0%B4%D0%B0_(%D0%A4%D0%B5%D1%82)
194	194	27	Бал	/wiki/%D0%91%D0%B0%D0%BB_(%D0%A4%D0%B5%D1%82)
195	195	27	Певице	/wiki/%D0%9F%D0%B5%D0%B2%D0%B8%D1%86%D0%B5_(%D0%A4%D0%B5%D1%82)
196	196	27	Цветы	/wiki/%D0%A6%D0%B2%D0%B5%D1%82%D1%8B_(%D0%A4%D0%B5%D1%82)
197	197	27	Ярким солнцем в лесу пламенеет…	/wiki/%D0%AF%D1%80%D0%BA%D0%B8%D0%BC_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B5%D0%BC_%D0%B2_%D0%BB%D0%B5%D1%81%D1%83_%D0%BF%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD%D0%B5%D0%B5%D1%82_(%D0%A4%D0%B5%D1%82)
198	198	28	Рассвет	/wiki/%D0%A0%D0%B0%D1%81%D1%81%D0%B2%D0%B5%D1%82_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
199	199	28	Осень	/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
200	200	28	Пейзаж	/wiki/%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
201	201	29	Детство	/wiki/%D0%94%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
202	202	29	Отрочество	/wiki/%D0%9E%D1%82%D1%80%D0%BE%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
203	203	29	Юность	/wiki/%D0%AE%D0%BD%D0%BE%D1%81%D1%82%D1%8C_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
204	204	29	Кавказский пленник	/wiki/%D0%9A%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
205	205	29	После бала	/wiki/%D0%9F%D0%BE%D1%81%D0%BB%D0%B5_%D0%B1%D0%B0%D0%BB%D0%B0
206	206	29	Война и мир	/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0_%D0%B8_%D0%BC%D0%B8%D1%80_(%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)
207	207	30	Кому на Руси жить хорошо	/wiki/%D0%9A%D0%BE%D0%BC%D1%83_%D0%BD%D0%B0_%D0%A0%D1%83%D1%81%D0%B8_%D0%B6%D0%B8%D1%82%D1%8C_%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%BE
208	208	30	Русские женщины	
209	209	30	Дедушка	/wiki/%D0%94%D0%B5%D0%B4%D1%83%D1%88%D0%BA%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
210	210	30	Мороз Красный Нос	
211	211	30	Соловьи	
212	212	30	На Волге	/wiki/%D0%9D%D0%B0_%D0%92%D0%BE%D0%BB%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
213	213	30	Тройка	/wiki/%D0%A2%D1%80%D0%BE%D0%B9%D0%BA%D0%B0
214	214	30	Железная дорога	/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0
215	215	30	Размышления у парадного подъезда	/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D1%83_%D0%BF%D0%B0%D1%80%D0%B0%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BF%D0%BE%D0%B4%D1%8A%D0%B5%D0%B7%D0%B4%D0%B0
216	216	30	В дороге	/wiki/%D0%92_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B5_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
217	217	30	Калистрат	
218	218	30	В полном разгаре страда деревенская	/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%B4%D0%B0_(%D0%9D%D0%B5%D0%BA%D1%80%D0%B0%D1%81%D0%BE%D0%B2)
219	219	30	Внимая ужасам войны	/wiki/%D0%92%D0%BD%D0%B8%D0%BC%D0%B0%D1%8F_%D1%83%D0%B6%D0%B0%D1%81%D0%B0%D0%BC_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B
